date,season,team,home/visitor,opponent,score,opponentScore,moneyLine,opponentMoneyLine,total,spread,secondHalfTotal,win,team_prob,opp_prob,row_id,logit_prob,set,market_prob,EV,edge,profit,ev_bucket
2014-11-07,2015,Oklahoma City,vs,Memphis,89,91,260.0,-315.0,181.5,7.0,93.0,0,0.2777777777777778,0.7590361445783133,16886,0.2721174910590738,train,0.2777777777777778,-0.020377032187334332,-0.005660286718704,-1.0,8
2014-11-07,2015,Detroit,vs,Milwaukee,98,95,-205.0,176.0,195.0,-5.0,97.0,1,0.6721311475409836,0.3623188405797101,16887,0.6472435504922859,train,0.6721311475409836,-0.037027888291964905,-0.024887597048697696,0.4878048780487805,4
2014-11-07,2015,Orlando,vs,Minnesota,112,103,155.0,-180.0,203.0,4.0,101.0,1,0.392156862745098,0.6428571428571429,16888,0.3762198410666617,train,0.39215686274509803,-0.04063940528001264,-0.01593702167843636,1.55,2
2014-11-07,2015,Brooklyn,vs,New York,110,99,-250.0,210.0,192.5,-6.0,98.0,1,0.7142857142857143,0.3225806451612903,16889,0.6874140499611605,train,0.7142857142857143,-0.03762033005437526,-0.02687166432455379,0.4,4
2014-11-07,2015,Memphis,@,Oklahoma City,91,89,-315.0,260.0,181.5,-7.0,93.0,1,0.7590361445783133,0.2777777777777778,16890,0.7305638690199329,train,0.7590361445783133,-0.037511093195961465,-0.02847227555838039,0.31746031746031744,4
2014-11-07,2015,Minnesota,@,Orlando,103,112,-180.0,155.0,203.0,-4.0,101.0,0,0.6428571428571429,0.392156862745098,16891,0.6187046697873,train,0.6428571428571429,-0.0375705136642,-0.024152473069842917,-1.0,4
2014-11-07,2015,Chicago,@,Philadelphia,118,115,-600.0,460.0,189.0,-10.0,95.0,1,0.8571428571428571,0.1785714285714285,16892,0.827756859624911,train,0.8571428571428571,-0.03428366377093722,-0.029385997517946127,0.16666666666666666,7
2014-11-07,2015,Sacramento,@,Phoenix,114,112,175.0,-205.0,209.0,5.0,104.5,1,0.3636363636363636,0.6721311475409836,16893,0.349489727480244,train,0.36363636363636365,-0.0389032494293291,-0.014146636156119663,1.75,2
2014-11-07,2015,Phoenix,vs,Sacramento,112,114,-205.0,175.0,209.0,-5.0,104.5,0,0.6721311475409836,0.3636363636363636,16894,0.6468980790167754,train,0.6721311475409836,-0.037541882438456076,-0.025233068524208146,-1.0,4
2014-11-07,2015,Washington,@,Toronto,84,103,145.0,-170.0,195.0,3.5,96.0,0,0.4081632653061224,0.6296296296296297,16895,0.3909474128993979,train,0.40816326530612246,-0.04217883839647518,-0.017215852406724574,-1.0,1
2014-11-07,2015,Dallas,@,Utah,105,82,-150.0,130.0,205.0,-3.0,102.0,1,0.6,0.4347826086956521,16896,0.5783281880717127,train,0.6,-0.03611968654714548,-0.021671811928287266,0.6666666666666666,5
2014-11-07,2015,Toronto,vs,Washington,103,84,-170.0,145.0,195.0,-3.5,96.0,1,0.6296296296296297,0.4081632653061224,16897,0.605736082859215,train,0.6296296296296297,-0.037948574282423264,-0.023893546770414664,0.5882352941176471,3
2014-11-08,2015,New York,@,Atlanta,96,103,240.0,-290.0,194.5,6.5,98.5,0,0.2941176470588235,0.7435897435897436,16898,0.2867985427826183,train,0.29411764705882354,-0.02488495453909778,-0.007319104276205246,-1.0,8
2014-11-08,2015,Chicago,vs,Boston,101,106,-475.0,380.0,194.0,-9.5,97.5,0,0.8260869565217391,0.2083333333333333,16899,0.7972806055857096,train,0.8260869565217391,-0.03487084586993053,-0.028806350936029568,-1.0,6
2014-11-08,2015,Boston,@,Chicago,106,101,380.0,-475.0,194.0,9.5,97.5,1,0.2083333333333333,0.8260869565217391,16900,0.2072653309848427,train,0.20833333333333334,-0.005126411272755038,-0.0010680023484906376,3.8,9
2014-11-08,2015,Houston,vs,Golden State,87,98,135.0,-160.0,209.0,3.5,106.0,0,0.425531914893617,0.6153846153846154,16901,0.4056758143856081,train,0.425531914893617,-0.046661836193820916,-0.0198561005080089,-1.0,1
2014-11-08,2015,Golden State,@,Houston,98,87,-160.0,135.0,209.0,-3.5,106.0,1,0.6153846153846154,0.425531914893617,16902,0.5926548961539477,train,0.6153846153846154,-0.03693579374983491,-0.02272971923066769,0.625,4
2014-11-08,2015,Washington,@,Indiana,97,90,-165.0,140.0,182.5,-3.5,90.5,1,0.6226415094339622,0.4166666666666667,16903,0.5996635663898746,train,0.6226415094339622,-0.03690396913141347,-0.022977943044087623,0.6060606060606061,5
2014-11-08,2015,Portland,@,LA Clippers,102,106,161.0,-190.0,205.0,4.5,102.5,0,0.3831417624521073,0.6551724137931034,16904,0.3671663110689074,train,0.3831417624521073,-0.04169592811015166,-0.01597545138319989,-1.0,1
2014-11-08,2015,Milwaukee,vs,Memphis,93,92,170.0,-200.0,186.5,4.5,95.5,1,0.3703703703703703,0.6666666666666666,16905,0.356712607722459,train,0.37037037037037035,-0.036875959149360815,-0.013657762647911353,1.7,5
2014-11-08,2015,Minnesota,@,Miami,92,102,294.0,-359.0,205.0,7.5,100.5,0,0.2538071065989847,0.7821350762527233,16906,0.2498893673501389,train,0.25380710659898476,-0.015435892640452753,-0.003917739248845864,-1.0,8
2014-11-08,2015,Memphis,@,Milwaukee,92,93,-200.0,170.0,186.5,-4.5,95.5,0,0.6666666666666666,0.3703703703703703,16907,0.6414724166583209,train,0.6666666666666666,-0.03779137501251867,-0.025194250008345742,-1.0,3
2014-11-08,2015,Miami,vs,Minnesota,102,92,-359.0,294.0,205.0,-7.5,100.5,1,0.7821350762527233,0.2538071065989847,16908,0.7524020112513412,train,0.7821350762527233,-0.03801525580956652,-0.029733065001382064,0.2785515320334262,3
2014-11-08,2015,San Antonio,vs,New Orleans,99,100,-325.0,265.0,195.0,-7.0,101.0,0,0.7647058823529411,0.273972602739726,16909,0.7354999432226503,train,0.7647058823529411,-0.03819238193961108,-0.029205939130290792,-1.0,3
2014-11-08,2015,Atlanta,vs,New York,103,96,-290.0,240.0,194.5,-6.5,98.5,1,0.7435897435897436,0.2941176470588235,16910,0.7150840737142561,train,0.7435897435897436,-0.03833521121186248,-0.028505669875487527,0.3448275862068966,3
2014-11-08,2015,LA Clippers,vs,Portland,106,102,-190.0,161.0,205.0,-4.5,102.5,1,0.6551724137931034,0.3831417624521073,16911,0.6305043440795062,train,0.6551724137931034,-0.037651264299701115,-0.02466806971359725,0.5263157894736842,4
2014-11-08,2015,New Orleans,@,San Antonio,100,99,265.0,-325.0,195.0,7.0,101.0,1,0.273972602739726,0.7647058823529411,16912,0.2684282618917365,train,0.273972602739726,-0.020236844095161688,-0.005544340847989493,2.65,8
2014-11-08,2015,Indiana,vs,Washington,90,97,140.0,-165.0,182.5,3.5,90.5,0,0.4166666666666667,0.6226415094339622,16913,0.3985055715899108,train,0.4166666666666667,-0.043586628184214105,-0.018161095076755895,-1.0,1
2014-11-09,2015,Orlando,@,Brooklyn,96,104,354.0,-448.0,198.0,9.0,98.0,0,0.2202643171806167,0.8175182481751825,16914,0.2179888249765024,train,0.22026431718061673,-0.010330734606679104,-0.0022754922041143266,-1.0,9
2014-11-09,2015,LA Lakers,vs,Charlotte,107,92,115.0,-135.0,202.0,2.5,100.0,1,0.4651162790697674,0.574468085106383,16915,0.4422651402284904,train,0.46511627906976744,-0.04912994850874575,-0.02285113884127704,1.15,0
2014-11-09,2015,Miami,@,Dallas,105,96,300.0,-365.0,205.0,8.0,103.5,1,0.25,0.7849462365591398,16916,0.2460420952717301,train,0.25,-0.015831618913079604,-0.003957904728269901,3.0,8
2014-11-09,2015,Portland,vs,Denver,116,100,-450.0,355.0,207.5,-9.0,104.5,1,0.8181818181818182,0.2197802197802197,16917,0.7885143393526287,train,0.8181818181818182,-0.036260251902342694,-0.02966747882918952,0.2222222222222222,5
2014-11-09,2015,Utah,@,Detroit,97,96,150.0,-175.0,192.0,4.0,96.5,1,0.4,0.6363636363636364,16918,0.3831816438121732,train,0.4,-0.04204589046956708,-0.016818356187826844,1.5,1
2014-11-09,2015,Phoenix,vs,Golden State,107,95,-145.0,125.0,209.0,-2.5,104.0,1,0.5918367346938775,0.4444444444444444,16919,0.5698595963830382,train,0.5918367346938775,-0.037133785421763044,-0.02197713831083936,0.6896551724137931,4
2014-11-09,2015,Charlotte,@,LA Lakers,92,107,-135.0,115.0,202.0,-2.5,100.0,0,0.574468085106383,0.4651162790697674,16920,0.5543281069808753,train,0.574468085106383,-0.035058480440698536,-0.020139978125507718,-1.0,6
2014-11-09,2015,Dallas,vs,Miami,96,105,-365.0,300.0,205.0,-8.0,103.5,0,0.7849462365591398,0.25,16921,0.756040342074279,train,0.7849462365591398,-0.03682531763139807,-0.028905894484860806,-1.0,5
2014-11-09,2015,Sacramento,@,Oklahoma City,93,101,-130.0,110.0,190.0,-2.0,93.5,0,0.5652173913043478,0.4761904761904761,16922,0.5452154041164022,train,0.5652173913043478,-0.035388131178672955,-0.020001987187945547,-1.0,6
2014-11-09,2015,Brooklyn,vs,Orlando,104,96,-448.0,354.0,198.0,-9.0,98.0,1,0.8175182481751825,0.2202643171806167,16923,0.7879634861384459,train,0.8175182481751825,-0.03615180713422239,-0.02955476203673657,0.22321428571428573,5
2014-11-09,2015,Toronto,vs,Philadelphia,120,88,-1600.0,900.0,205.5,-13.5,99.5,1,0.9411764705882352,0.1,16924,0.9144352543977532,train,0.9411764705882353,-0.02841254220238723,-0.026741216190482087,0.0625,7
2014-11-09,2015,Golden State,@,Phoenix,95,107,125.0,-145.0,209.0,2.5,104.0,0,0.4444444444444444,0.5918367346938775,16925,0.4243707050942666,train,0.4444444444444444,-0.045165913537900115,-0.02007373935017781,-1.0,1
2014-11-09,2015,Denver,@,Portland,100,116,355.0,-450.0,207.5,9.0,104.5,0,0.2197802197802197,0.8181818181818182,16926,0.2174701747830399,train,0.21978021978021978,-0.01051070473716853,-0.0023100449971798775,-1.0,9
2014-11-09,2015,Oklahoma City,vs,Sacramento,101,93,110.0,-130.0,190.0,2.0,93.5,1,0.4761904761904761,0.5652173913043478,16927,0.4530549939700191,train,0.47619047619047616,-0.04858451266295993,-0.023135482220457082,1.1,0
2014-11-09,2015,Philadelphia,@,Toronto,88,120,900.0,-1600.0,205.5,13.5,99.5,0,0.1,0.9411764705882352,16928,0.0946079230145841,train,0.1,-0.053920769854159056,-0.005392076985415911,-1.0,0
2014-11-09,2015,Detroit,vs,Utah,96,97,-175.0,150.0,192.0,-4.0,96.5,0,0.6363636363636364,0.4,16929,0.6130476887859255,train,0.6363636363636364,-0.03663934619354564,-0.023315947577710827,-1.0,5
2014-11-10,2015,New York,vs,Atlanta,85,91,110.0,-130.0,197.5,2.0,99.0,0,0.4761904761904761,0.5652173913043478,16930,0.4530061002083745,train,0.47619047619047616,-0.04868718956241347,-0.023184375982101657,-1.0,0
2014-11-10,2015,Detroit,@,Chicago,91,102,430.0,-550.0,190.0,10.0,96.0,0,0.1886792452830188,0.8461538461538461,16931,0.1889099024134719,train,0.18867924528301888,0.001222482791401025,0.00023065713045300473,-1.0,9
2014-11-10,2015,New Orleans,@,Cleveland,111,118,210.0,-250.0,201.5,5.5,103.5,0,0.3225806451612903,0.7142857142857143,16932,0.3132607443996687,train,0.3225806451612903,-0.028891692361026955,-0.009319900761621591,-1.0,7
2014-11-10,2015,Chicago,vs,Detroit,102,91,-550.0,430.0,190.0,-10.0,96.0,1,0.8461538461538461,0.1886792452830188,16933,0.8172103019576274,train,0.8461538461538461,-0.03420600677734936,-0.028943544196218696,0.18181818181818182,7
2014-11-10,2015,Utah,@,Indiana,86,97,135.0,-160.0,186.5,3.0,95.5,0,0.425531914893617,0.6153846153846154,16934,0.4071782493550587,train,0.425531914893617,-0.04313111401561209,-0.018353665538558328,-1.0,1
2014-11-10,2015,San Antonio,@,LA Clippers,89,85,115.0,-135.0,203.5,2.0,105.0,1,0.4651162790697674,0.574468085106383,16935,0.4435165817927023,train,0.46511627906976744,-0.046439349145690145,-0.021599697277065122,1.15,1
2014-11-10,2015,Cleveland,vs,New Orleans,118,111,-250.0,210.0,201.5,-5.5,103.5,1,0.7142857142857143,0.3225806451612903,16936,0.6864140532201805,train,0.7142857142857143,-0.03902032549174733,-0.027871661065533848,0.4,2
2014-11-10,2015,Atlanta,@,New York,91,85,-130.0,110.0,197.5,-2.0,99.0,1,0.5652173913043478,0.4761904761904761,16937,0.5451663901707403,train,0.5652173913043478,-0.03547484815945945,-0.02005100113360747,0.7692307692307693,6
2014-11-10,2015,LA Clippers,vs,San Antonio,85,89,-135.0,115.0,203.5,-2.0,105.0,0,0.574468085106383,0.4651162790697674,16938,0.5535371042071237,train,0.574468085106383,-0.036435411195006984,-0.020930980899259377,-1.0,5
2014-11-10,2015,Indiana,vs,Utah,97,86,-160.0,135.0,186.5,-3.0,95.5,1,0.6153846153846154,0.425531914893617,16939,0.5921609871657835,train,0.6153846153846154,-0.03773839585560185,-0.02322362821883195,0.625,3
2014-11-11,2015,Portland,vs,Charlotte,102,100,-290.0,240.0,192.5,-6.5,96.5,1,0.7435897435897436,0.2941176470588235,16940,0.7150674336222247,train,0.7435897435897436,-0.03835758926666333,-0.028522309967518922,0.3448275862068966,3
2014-11-11,2015,Sacramento,@,Dallas,98,106,305.0,-375.0,206.0,8.0,103.5,0,0.2469135802469135,0.7894736842105263,16941,0.2431219801153912,train,0.24691358024691357,-0.015355980532665625,-0.0037916001315223546,-1.0,8
2014-11-11,2015,San Antonio,@,Golden State,113,100,280.0,-340.0,201.5,7.5,105.5,1,0.2631578947368421,0.7727272727272727,16942,0.2584523402803612,train,0.2631578947368421,-0.017881106934627633,-0.004705554456480909,2.8,8
