date,season,team,home/visitor,opponent,score,opponentScore,moneyLine,opponentMoneyLine,total,spread,secondHalfTotal,win,team_prob,opp_prob,row_id,logit_prob,set,market_prob,EV,edge,profit,ev_bucket
2012-11-05,2013,LA Clippers,vs,Cleveland,101,108,-700.0,500.0,199.5,-10.0,100.5,0,0.875,0.1666666666666666,11899,0.844443424661826,train,0.875,-0.0349218003864846,-0.03055657533817402,-1.0,6
2012-11-05,2013,Portland,@,Dallas,91,114,155.0,-175.0,198.0,4.0,99.0,0,0.392156862745098,0.6363636363636364,11900,0.376926761596816,train,0.39215686274509803,-0.03883675792811925,-0.01523010114828205,-1.0,2
2012-11-05,2013,Sacramento,vs,Golden State,94,92,-125.0,105.0,198.0,-2.0,97.0,1,0.5555555555555556,0.4878048780487805,11901,0.5364083704503917,train,0.5555555555555556,-0.034464933189294944,-0.01914718510516389,0.8,7
2012-11-05,2013,San Antonio,vs,Indiana,101,79,-410.0,335.0,194.0,-8.5,94.5,1,0.803921568627451,0.2298850574712643,11902,0.7748109469742155,train,0.803921568627451,-0.036210773275975855,-0.029110621653235524,0.24390243902439024,5
2012-11-05,2013,Cleveland,@,LA Clippers,108,101,500.0,-700.0,199.5,10.0,100.5,1,0.1666666666666666,0.875,11903,0.1670923208458113,train,0.16666666666666666,0.0025539250748677356,0.0004256541791446411,5.0,9
2012-11-05,2013,Utah,@,Memphis,94,103,175.0,-210.0,195.5,5.0,99.0,0,0.3636363636363636,0.6774193548387096,11904,0.3494084327335783,train,0.36363636363636365,-0.039126809982659716,-0.014227930902785346,-1.0,2
2012-11-05,2013,Phoenix,@,Miami,99,124,1100.0,-1700.0,202.5,13.0,101.0,0,0.0833333333333333,0.9444444444444444,11905,0.0824848070647499,train,0.08333333333333333,-0.010182315223001281,-0.0008485262685834355,-1.0,9
2012-11-05,2013,Brooklyn,vs,Minnesota,96,107,-350.0,290.0,194.5,-7.5,97.5,0,0.7777777777777778,0.2564102564102564,11906,0.748800215379268,train,0.7777777777777778,-0.03725686594094116,-0.028977562398509793,-1.0,4
2012-11-05,2013,Philadelphia,vs,New York,88,110,-140.0,120.0,184.0,-2.5,91.5,0,0.5833333333333334,0.4545454545454545,11907,0.5627655616187526,train,0.5833333333333334,-0.03525903722499557,-0.020567771714580796,-1.0,6
2012-11-05,2013,New York,@,Philadelphia,110,88,120.0,-140.0,184.0,2.5,91.5,1,0.4545454545454545,0.5833333333333334,11908,0.4336259397962875,train,0.45454545454545453,-0.046022932448167575,-0.020919514749167034,1.2,1
2012-11-05,2013,Miami,vs,Phoenix,124,99,-1700.0,1100.0,202.5,-13.0,101.0,1,0.9444444444444444,0.0833333333333333,11909,0.9204789474893624,train,0.9444444444444444,-0.025375232070086837,-0.02396549695508199,0.058823529411764705,8
2012-11-05,2013,Dallas,vs,Portland,114,91,-175.0,155.0,198.0,-4.0,99.0,1,0.6363636363636364,0.392156862745098,11910,0.6135390988311004,train,0.6363636363636364,-0.035867130408270886,-0.022824537532535993,0.5714285714285714,6
2012-11-05,2013,Golden State,@,Sacramento,92,94,105.0,-125.0,198.0,2.0,97.0,0,0.4878048780487805,0.5555555555555556,11911,0.4629408188742854,train,0.4878048780487805,-0.05097132130771492,-0.02486405917449508,-1.0,0
2012-11-05,2013,Indiana,@,San Antonio,79,101,335.0,-410.0,194.0,8.5,94.5,0,0.2298850574712643,0.803921568627451,11912,0.2278024383801497,train,0.22988505747126436,-0.00905939304634873,-0.0020826190911146514,-1.0,9
2012-11-05,2013,Memphis,vs,Utah,103,94,-210.0,175.0,195.5,-5.0,99.0,1,0.6774193548387096,0.3636363636363636,11913,0.6516549653524204,train,0.6774193548387096,-0.038033146384522265,-0.02576438948628923,0.47619047619047616,3
2012-11-06,2013,Orlando,@,Chicago,93,99,415.0,-520.0,186.0,9.0,93.5,0,0.1941747572815534,0.8387096774193549,11914,0.1955695160039124,train,0.1941747572815534,0.007183007420148879,0.0013947587223590019,-1.0,9
2012-11-06,2013,Detroit,@,Denver,97,109,495.0,-670.0,199.5,10.0,100.0,0,0.1680672268907563,0.8701298701298701,11915,0.1691334609087665,train,0.16806722689075632,0.006344092407160606,0.001066234018010176,-1.0,9
2012-11-06,2013,Denver,vs,Detroit,109,97,-670.0,495.0,199.5,-10.0,100.0,1,0.8701298701298701,0.1680672268907563,11916,0.840064470259061,train,0.8701298701298701,-0.03455277298585535,-0.03006539987080914,0.14925373134328357,7
2012-11-06,2013,Toronto,@,Oklahoma City,88,108,400.0,-505.0,197.5,9.0,97.0,0,0.2,0.8347107438016529,11917,0.2003064273422007,train,0.2,0.0015321367110034956,0.00030642734220068246,-1.0,9
2012-11-06,2013,Chicago,vs,Orlando,99,93,-520.0,415.0,186.0,-9.0,93.5,1,0.8387096774193549,0.1941747572815534,11918,0.8090581006541596,train,0.8387096774193549,-0.03535380306619429,-0.029651576765195253,0.19230769230769232,6
2012-11-06,2013,Oklahoma City,vs,Toronto,108,88,-505.0,400.0,197.5,-9.0,97.0,1,0.8347107438016529,0.2,11919,0.8047527515069429,train,0.8347107438016529,-0.035890267996632724,-0.029957992294709967,0.19801980198019803,6
2012-11-07,2013,Indiana,@,Atlanta,86,89,155.0,-175.0,191.5,4.0,96.0,0,0.392156862745098,0.6363636363636364,11920,0.3770705408462479,train,0.39215686274509803,-0.0384701208420678,-0.015086321898850119,-1.0,3
2012-11-07,2013,Washington,@,Boston,94,100,455.0,-610.0,186.5,9.5,93.0,0,0.1801801801801801,0.8591549295774648,11921,0.1809588881615392,train,0.18018018018018017,0.0043218292965425675,0.0007787079813590392,-1.0,9
2012-11-07,2013,Miami,vs,Brooklyn,103,73,-650.0,475.0,208.0,-10.5,101.5,1,0.8666666666666667,0.1739130434782608,11922,0.8367374082221352,train,0.8666666666666667,-0.03453375974369019,-0.029929258444531537,0.15384615384615385,7
2012-11-07,2013,Phoenix,@,Charlotte,117,110,-150.0,130.0,194.0,-2.5,97.0,1,0.6,0.4347826086956521,11923,0.5776296919803248,train,0.6,-0.03728384669945872,-0.02237030801967521,0.6666666666666666,4
2012-11-07,2013,Golden State,vs,Cleveland,106,96,-240.0,200.0,201.0,-6.0,101.0,1,0.7058823529411765,0.3333333333333333,11924,0.6793676552326342,train,0.7058823529411765,-0.03756248842043486,-0.026514697708542312,0.4166666666666667,4
2012-11-07,2013,Toronto,@,Dallas,104,109,250.0,-300.0,197.0,7.0,97.0,0,0.2857142857142857,0.75,11925,0.2787326847946859,train,0.2857142857142857,-0.0244356032185995,-0.0069816009195998174,-1.0,8
2012-11-07,2013,Houston,vs,Denver,87,93,-145.0,125.0,204.0,-2.5,100.5,0,0.5918367346938775,0.4444444444444444,11926,0.5699553231334051,train,0.5918367346938775,-0.03697204022286715,-0.021881411560472408,-1.0,4
2012-11-07,2013,Sacramento,vs,Detroit,105,103,-270.0,230.0,193.0,-7.0,96.5,1,0.7297297297297297,0.303030303030303,11927,0.7036113744894001,train,0.7297297297297297,-0.035791820144155384,-0.02611835524032957,0.37037037037037035,6
2012-11-07,2013,Cleveland,@,Golden State,96,106,200.0,-240.0,201.0,6.0,101.0,0,0.3333333333333333,0.7058823529411765,11928,0.3213812837943548,train,0.3333333333333333,-0.035856148616935535,-0.011952049538978493,-1.0,6
2012-11-07,2013,Denver,@,Houston,93,87,125.0,-145.0,204.0,2.5,100.5,1,0.4444444444444444,0.5918367346938775,11929,0.4244661310791887,train,0.4444444444444444,-0.044951205071825484,-0.01997831336525574,1.25,1
2012-11-07,2013,Atlanta,vs,Indiana,89,86,-175.0,155.0,191.5,-4.0,96.0,1,0.6363636363636364,0.392156862745098,11930,0.6136842381368041,train,0.6363636363636364,-0.03563905435645076,-0.022679398226832292,0.5714285714285714,6
2012-11-07,2013,San Antonio,@,LA Clippers,84,106,-108.0,-102.0,204.5,-1.5,100.5,0,0.5192307692307693,0.504950495049505,11931,0.4937352455881983,train,0.5192307692307693,-0.04910248997828476,-0.02549552364257096,-1.0,0
2012-11-07,2013,Utah,vs,LA Lakers,95,86,-145.0,125.0,198.0,-3.0,99.0,1,0.5918367346938775,0.4444444444444444,11932,0.5711851968230528,train,0.5918367346938775,-0.03489397778173836,-0.020651537870824743,0.6896551724137931,6
2012-11-07,2013,Milwaukee,vs,Memphis,90,108,-113.0,102.0,196.5,-1.0,97.0,0,0.5305164319248826,0.495049504950495,11933,0.5135716479284009,train,0.5305164319248826,-0.03194016806416461,-0.016944783996481694,-1.0,7
2012-11-07,2013,Brooklyn,@,Miami,73,103,475.0,-650.0,208.0,10.5,101.5,0,0.1739130434782608,0.8666666666666667,11934,0.1733353448847545,train,0.17391304347826086,-0.0033217669126616167,-0.0005776985935063705,-1.0,9
2012-11-07,2013,Memphis,@,Milwaukee,108,90,102.0,-113.0,196.5,1.0,97.0,1,0.495049504950495,0.5305164319248826,11935,0.4726801742630496,train,0.49504950495049505,-0.0451860479886399,-0.022369330687445454,1.02,1
2012-11-07,2013,Orlando,@,Minnesota,75,90,210.0,-250.0,193.5,6.0,95.5,0,0.3225806451612903,0.7142857142857143,11936,0.3123488266795952,train,0.3225806451612903,-0.03171863729325486,-0.010231818481695132,-1.0,7
2012-11-07,2013,Philadelphia,@,New Orleans,77,62,-117.0,106.0,179.0,-1.5,88.0,1,0.5391705069124424,0.4854368932038835,11937,0.5226355070117127,train,0.5391705069124424,-0.030667478448361984,-0.016534999900729708,0.8547008547008547,7
2012-11-07,2013,Minnesota,vs,Orlando,90,75,-250.0,210.0,193.5,-6.0,95.5,1,0.7142857142857143,0.3225806451612903,11938,0.687281073148848,train,0.7142857142857143,-0.03780649759161275,-0.027004641136866292,0.4,3
2012-11-07,2013,New Orleans,vs,Philadelphia,62,77,106.0,-117.0,179.0,1.5,88.0,0,0.4854368932038835,0.5391705069124424,11939,0.4636540706285044,train,0.4854368932038835,-0.04487261450528096,-0.021782822575379113,-1.0,1
2012-11-07,2013,Charlotte,vs,Phoenix,110,117,130.0,-150.0,194.0,2.5,97.0,0,0.4347826086956521,0.6,11940,0.4164664615706948,train,0.43478260869565216,-0.04212713838740201,-0.018316147124957383,-1.0,1
2012-11-07,2013,Detroit,@,Sacramento,103,105,230.0,-270.0,193.0,7.0,96.5,0,0.303030303030303,0.7297297297297297,11941,0.2941745944974282,train,0.30303030303030304,-0.029223838158486948,-0.008855708532874818,-1.0,7
2012-11-07,2013,LA Clippers,vs,San Antonio,106,84,-102.0,-108.0,204.5,1.5,100.5,1,0.504950495049505,0.5192307692307693,11942,0.4750141257110878,train,0.504950495049505,-0.05928575104274769,-0.029936369338417146,0.9803921568627451,0
2012-11-07,2013,Dallas,vs,Toronto,109,104,-300.0,250.0,197.0,-7.0,97.0,1,0.75,0.2857142857142857,11943,0.7218853975321594,train,0.75,-0.03748613662378747,-0.028114602467840588,0.3333333333333333,4
2012-11-07,2013,LA Lakers,@,Utah,86,95,125.0,-145.0,198.0,3.0,99.0,0,0.4444444444444444,0.5918367346938775,11944,0.4236713849301055,train,0.4444444444444444,-0.04673938390726273,-0.020773059514338943,-1.0,1
2012-11-07,2013,Boston,vs,Washington,100,94,-610.0,455.0,186.5,-9.5,93.0,1,0.8591549295774648,0.1801801801801801,11945,0.8287254219505733,train,0.8591549295774648,-0.035417951500152395,-0.03042950762689145,0.16393442622950818,6
2012-11-08,2013,Oklahoma City,@,Chicago,97,91,-145.0,125.0,190.0,-2.5,95.5,1,0.5918367346938775,0.4444444444444444,11946,0.5703682052317787,train,0.5918367346938775,-0.036274411849753274,-0.021468529462098873,0.6896551724137931,5
2012-11-08,2013,Portland,vs,LA Clippers,90,103,-110.0,100.0,201.5,-0.0,99.0,0,0.5238095238095238,0.5,11947,0.5055925458392593,train,0.5238095238095238,-0.034777867034141374,-0.01821697797026456,-1.0,6
2012-11-08,2013,Chicago,vs,Oklahoma City,91,97,125.0,-145.0,190.0,2.5,95.5,0,0.4444444444444444,0.5918367346938775,11948,0.4248777540961399,train,0.4444444444444444,-0.04402505328368522,-0.019566690348304494,-1.0,1
2012-11-08,2013,LA Clippers,@,Portland,103,90,100.0,-110.0,201.5,0.0,99.0,1,0.5,0.5238095238095238,11949,0.4790672076739408,train,0.5,-0.04186558465211837,-0.020932792326059213,1.0,1
2012-11-09,2013,Miami,@,Atlanta,95,89,-190.0,165.0,197.5,-4.0,96.5,1,0.6551724137931034,0.3773584905660377,11950,0.6300507939509101,train,0.6551724137931034,-0.0383435250222951,-0.0251216198421933,0.5263157894736842,3
2012-11-09,2013,Philadelphia,@,Boston,106,100,190.0,-230.0,180.5,5.5,91.0,1,0.3448275862068966,0.696969696969697,11951,0.3323900589005183,train,0.3448275862068966,-0.036068829188496965,-0.01243752730637826,1.9,5
2012-11-09,2013,Orlando,vs,Brooklyn,68,107,135.0,-155.0,195.0,2.5,95.5,0,0.425531914893617,0.6078431372549019,11952,0.4083867398196062,train,0.425531914893617,-0.040291161423925415,-0.01714517507401081,-1.0,2
2012-11-09,2013,New Orleans,vs,Charlotte,107,99,-290.0,245.0,181.0,-7.5,91.0,1,0.7435897435897436,0.2898550724637681,11953,0.7173790459681859,train,0.7435897435897436,-0.035248869215198236,-0.0262106976215577,0.3448275862068966,6
2012-11-09,2013,Phoenix,vs,Cleveland,107,105,-150.0,130.0,200.5,-3.0,100.0,1,0.6,0.4347826086956521,11954,0.5784889648920205,train,0.6,-0.03585172517996582,-0.02151103510797947,0.6666666666666666,6
2012-11-09,2013,New York,vs,Dallas,104,94,-260.0,220.0,198.5,-6.5,100.0,1,0.7222222222222222,0.3125,11955,0.6956288403248655,train,0.7222222222222222,-0.03682160570403237,-0.026593381897356716,0.38461538461538464,5
2012-11-09,2013,Utah,@,Denver,84,104,200.0,-240.0,203.0,5.5,101.5,0,0.3333333333333333,0.7058823529411765,11956,0.3222196612632504,train,0.3333333333333333,-0.033341016210248764,-0.011113672070082903,-1.0,7
2012-11-09,2013,Oklahoma City,vs,Detroit,105,94,-850.0,625.0,197.0,-11.5,97.0,1,0.8947368421052632,0.1379310344827586,11957,0.866834729263808,train,0.8947368421052632,-0.031184714352214593,-0.027902112841455162,0.11764705882352941,7
2012-11-09,2013,LA Lakers,vs,Golden State,101,77,-330.0,270.0,199.0,-7.5,98.5,1,0.7674418604651163,0.2702702702702703,11958,0.7386936435582216,train,0.7674418604651163,-0.03745979778777178,-0.028748216906894664,0.30303030303030304,4
2012-11-09,2013,Memphis,vs,Houston,93,85,-300.0,250.0,194.0,-7.0,95.5,1,0.75,0.2857142857142857,11959,0.7219362852128534,train,0.75,-0.03741828638286221,-0.028063714787146643,0.3333333333333333,4
2012-11-09,2013,Minnesota,vs,Indiana,96,94,-130.0,110.0,183.0,-1.5,91.5,1,0.5652173913043478,0.4761904761904761,11960,0.5444832237987807,train,0.5652173913043478,-0.036683527125234205,-0.020734167505567114,0.7692307692307693,5
2012-11-09,2013,Golden State,@,LA Lakers,77,101,270.0,-330.0,199.0,7.5,98.5,0,0.2702702702702703,0.7674418604651163,11961,0.2642553279824207,train,0.2702702702702703,-0.022255286465043378,-0.006014942287849601,-1.0,8
2012-11-09,2013,Houston,@,Memphis,85,93,250.0,-300.0,194.0,7.0,95.5,0,0.2857142857142857,0.75,11962,0.2787835229753688,train,0.2857142857142857,-0.02425766958620923,-0.006930762738916907,-1.0,8
2012-11-09,2013,Atlanta,vs,Miami,89,95,165.0,-190.0,197.5,4.0,96.5,0,0.3773584905660377,0.6551724137931034,11963,0.3636720447559554,train,0.37735849056603776,-0.03626908139671825,-0.013686445810082382,-1.0,5
2012-11-09,2013,Washington,vs,Milwaukee,91,101,140.0,-160.0,192.5,3.5,96.5,0,0.4166666666666667,0.6153846153846154,11964,0.3989854790242316,train,0.4166666666666667,-0.042434850341844244,-0.017681187642435092,-1.0,1
2012-11-09,2013,Indiana,@,Minnesota,94,96,110.0,-130.0,183.0,1.5,91.5,0,0.4761904761904761,0.5652173913043478,11965,0.4543737883594145,train,0.47619047619047616,-0.045815044445229436,-0.021816687831061665,-1.0,1
2012-11-09,2013,Charlotte,@,New Orleans,99,107,245.0,-290.0,181.0,7.5,91.0,0,0.2898550724637681,0.7435897435897436,11966,0.2820981861881256,train,0.2898550724637681,-0.026761257650966708,-0.007756886275642527,-1.0,8
2012-11-09,2013,Dallas,@,New York,94,104,220.0,-260.0,198.5,6.5,100.0,0,0.3125,0.7222222222222222,11967,0.3029737886659235,train,0.3125,-0.030483876269044696,-0.009526211334076495,-1.0,7
2012-11-09,2013,Detroit,@,Oklahoma City,94,105,625.0,-850.0,197.0,11.5,97.0,0,0.1379310344827586,0.8947368421052632,11968,0.1398980934934948,train,0.13793103448275862,0.014261177827837312,0.001967059010736183,-1.0,9
2012-11-09,2013,Brooklyn,@,Orlando,107,68,-155.0,135.0,195.0,-2.5,95.5,1,0.6078431372549019,0.425531914893617,11969,0.5845872326304801,train,0.6078431372549019,-0.03825971405953282,-0.02325590462442184,0.6451612903225806,3
2012-11-09,2013,Boston,vs,Philadelphia,100,106,-230.0,190.0,180.5,-5.5,91.0,0,0.696969696969697,0.3448275862068966,11970,0.6705269334668054,train,0.696969696969697,-0.03793961719980099,-0.026442763502891653,-1.0,3
2012-11-09,2013,Cleveland,@,Phoenix,105,107,130.0,-150.0,200.5,3.0,100.0,0,0.4347826086956521,0.6,11971,0.4153124945114766,train,0.43478260869565216,-0.044781262623603824,-0.019470114184175547,-1.0,1
2012-11-09,2013,San Antonio,@,Sacramento,97,86,-240.0,200.0,198.5,-6.0,97.5,1,0.7058823529411765,0.3333333333333333,11972,0.6792908687001564,train,0.7058823529411765,-0.037671269341445046,-0.02659148424102009,0.4166666666666667,4
2012-11-09,2013,Sacramento,vs,San Antonio,86,97,200.0,-240.0,198.5,6.0,97.5,0,0.3333333333333333,0.7058823529411765,11973,0.3213044317640082,train,0.3333333333333333,-0.03608670470797548,-0.012028901569325123,-1.0,5
2012-11-09,2013,Denver,vs,Utah,104,84,-240.0,200.0,203.0,-5.5,101.5,1,0.7058823529411765,0.3333333333333333,11974,0.6784013803588876,train,0.7058823529411765,-0.038931377824909186,-0.027480972582288876,0.4166666666666667,2
2012-11-09,2013,Milwaukee,@,Washington,101,91,-160.0,140.0,192.5,-3.5,96.5,1,0.6153846153846154,0.4166666666666667,11975,0.5936127290198975,train,0.6153846153846154,-0.035379315342666584,-0.02177188636471794,0.625,6
2012-11-10,2013,Milwaukee,vs,Boston,92,96,-105.0,-115.0,193.5,1.0,96.5,0,0.5121951219512195,0.5348837209302325,11976,0.4811528912927801,train,0.5121951219512195,-0.060606259856953226,-0.031042230658439418,-1.0,0
2012-11-10,2013,Dallas,@,Charlotte,97,101,-260.0,220.0,200.0,-6.5,98.5,0,0.7222222222222222,0.3125,11977,0.6954826584206635,train,0.7222222222222222,-0.03702401141754286,-0.02673956380155873,-1.0,4
2012-11-10,2013,Minnesota,@,Chicago,80,87,300.0,-360.0,184.0,8.0,91.5,0,0.25,0.782608695652174,11978,0.2466215635978022,train,0.25,-0.01351374560879115,-0.0033784364021977875,-1.0,9
2012-11-10,2013,Charlotte,vs,Dallas,101,97,220.0,-260.0,200.0,6.5,98.5,1,0.3125,0.7222222222222222,11979,0.3028280874269679,train,0.3125,-0.030950120233702805,-0.009671912573032126,2.2,7
2012-11-10,2013,Golden State,vs,Denver,101,107,115.0,-135.0,202.5,2.0,99.5,0,0.4651162790697674,0.574468085106383,11980,0.4432822389782231,train,0.46511627906976744,-0.04694318619682025,-0.021834040091544327,-1.0,1
2012-11-10,2013,Houston,vs,Detroit,96,82,-310.0,260.0,194.0,-7.0,96.5,1,0.7560975609756098,0.2777777777777778,11981,0.7278016331339954,train,0.7560975609756098,-0.037423646500199664,-0.028295927841614388,0.3225806451612903,4
2012-11-10,2013,Denver,@,Golden State,107,101,-135.0,115.0,202.5,-2.0,99.5,1,0.574468085106383,0.4651162790697674,11982,0.5533024363929318,train,0.574468085106383,-0.03684390701971141,-0.02116564871345128,0.7407407407407407,5
2012-11-10,2013,Detroit,@,Houston,82,96,260.0,-310.0,194.0,7.0,96.5,0,0.2777777777777778,0.7560975609756098,11983,0.2721331800942259,train,0.2777777777777778,-0.020320551660786723,-0.005644597683551911,-1.0,8
2012-11-10,2013,Washington,@,Indiana,85,89,300.0,-360.0,186.0,8.0,93.0,0,0.25,0.782608695652174,11984,0.2466133077151596,train,0.25,-0.013546769139361592,-0.003386692284840398,-1.0,9
2012-11-10,2013,Boston,@,Milwaukee,96,92,-115.0,-105.0,193.5,-1.0,96.5,1,0.5348837209302325,0.5121951219512195,11985,0.5052533493405819,train,0.5348837209302325,-0.05539591210239048,-0.02963037158965065,0.8695652173913043,0
2012-11-10,2013,Chicago,vs,Minnesota,87,80,-360.0,300.0,184.0,-8.0,91.5,1,0.782608695652174,0.25,11986,0.7543769326494612,train,0.782608695652174,-0.036073919392355186,-0.028231763002712795,0.2777777777777778,5
2012-11-10,2013,Toronto,vs,Philadelphia,83,93,-140.0,120.0,186.5,-2.5,91.5,0,0.5833333333333334,0.4545454545454545,11987,0.5626359818548818,train,0.5833333333333334,-0.03548117396305972,-0.02069735147845153,-1.0,6
2012-11-10,2013,Utah,vs,Phoenix,94,81,-425.0,340.0,203.0,-8.5,101.5,1,0.8095238095238095,0.2272727272727272,11988,0.7797839751575415,train,0.8095238095238095,-0.036737442452448754,-0.029739834366268036,0.23529411764705882,5
2012-11-10,2013,San Antonio,@,Portland,112,109,-140.0,120.0,197.5,-2.5,97.0,1,0.5833333333333334,0.4545454545454545,11989,0.5624068168033088,train,0.5833333333333334,-0.03587402833718484,-0.02092651653002453,0.7142857142857143,6
2012-11-10,2013,Portland,vs,San Antonio,109,112,120.0,-140.0,197.5,2.5,97.0,0,0.4545454545454545,0.5833333333333334,11990,0.4332679417912391,train,0.45454545454545453,-0.04681052805927399,-0.02127751275421541,-1.0,1
2012-11-10,2013,Philadelphia,@,Toronto,93,83,120.0,-140.0,186.5,2.5,91.5,1,0.4545454545454545,0.5833333333333334,11991,0.4334965924817927,train,0.45454545454545453,-0.04630749654005617,-0.021048862063661855,1.2,1
2012-11-10,2013,Phoenix,@,Utah,81,94,340.0,-425.0,203.0,8.5,101.5,0,0.2272727272727272,0.8095238095238095,11992,0.2250691209516744,train,0.22727272727272727,-0.009695867812632653,-0.0022036063210528756,-1.0,9
2012-11-10,2013,Indiana,vs,Washington,89,85,-360.0,300.0,186.0,-8.0,93.0,1,0.782608695652174,0.25,11993,0.7543686936386718,train,0.782608695652174,-0.036084447017252747,-0.028240002013502186,0.2777777777777778,5
2012-11-11,2013,LA Clippers,vs,Atlanta,89,76,-260.0,220.0,195.5,-6.5,95.5,1,0.7222222222222222,0.3125,11994,0.6955235023157407,train,0.7222222222222222,-0.03696745833205134,-0.02669871990648154,0.38461538461538464,4
2012-11-11,2013,Orlando,@,Brooklyn,74,82,320.0,-400.0,190.5,8.5,94.5,0,0.238095238095238,0.8,11995,0.2346182086118216,train,0.23809523809523808,-0.014603523830349241,-0.003477029483416494,-1.0,8
2012-11-11,2013,Oklahoma City,vs,Cleveland,106,91,-600.0,450.0,202.0,-10.0,99.5,1,0.8571428571428571,0.1818181818181818,11996,0.827166251908984,train,0.8571428571428571,-0.034972706106185386,-0.029976605233873133,0.16666666666666666,6
2012-11-11,2013,Atlanta,@,LA Clippers,76,89,220.0,-260.0,195.5,6.5,95.5,0,0.3125,0.7222222222222222,11997,0.3028688002534914,train,0.3125,-0.03081983918882747,-0.009631199746508612,-1.0,7
2012-11-11,2013,Sacramento,@,LA Lakers,90,103,490.0,-680.0,192.5,10.5,96.5,0,0.1694915254237288,0.8717948717948718,11998,0.1693312092692546,train,0.1694915254237288,-0.0009458653113978421,-0.00016031615447420489,-1.0,9
2012-11-11,2013,Miami,@,Memphis,86,104,-135.0,115.0,194.5,-1.5,97.5,0,0.574468085106383,0.4651162790697674,11999,0.5525707947920889,train,0.574468085106383,-0.038117505361919324,-0.021897290314294104,-1.0,3
2012-11-11,2013,Memphis,vs,Miami,104,86,115.0,-135.0,194.5,1.5,97.5,1,0.4651162790697674,0.574468085106383,12000,0.4445938939238484,train,0.46511627906976744,-0.04412312806372598,-0.02052238514591903,1.15,1
2012-11-11,2013,Cleveland,@,Oklahoma City,91,106,450.0,-600.0,202.0,10.0,99.5,0,0.1818181818181818,0.8571428571428571,12001,0.1816879778809269,train,0.18181818181818182,-0.000716121654902202,-0.00013020393725493573,-1.0,9
2012-11-11,2013,Brooklyn,vs,Orlando,82,74,-400.0,320.0,190.5,-8.5,94.5,1,0.8,0.238095238095238,12002,0.7708051311801238,train,0.8,-0.036493586024845204,-0.029194868819876207,0.25,5
2012-11-11,2013,LA Lakers,vs,Sacramento,103,90,-680.0,490.0,192.5,-10.5,96.5,1,0.8717948717948718,0.1694915254237288,12003,0.8419446967317026,train,0.8717948717948718,-0.03423990669010586,-0.029850175063169226,0.14705882352941177,7
2012-11-12,2013,Portland,vs,Atlanta,87,95,-150.0,130.0,194.0,-2.5,97.0,0,0.6,0.4347826086956521,12004,0.5776291085775437,train,0.6,-0.0372848190374272,-0.022370891422456296,-1.0,4
2012-11-12,2013,Chicago,vs,Boston,95,101,-145.0,125.0,185.0,-3.0,93.0,0,0.5918367346938775,0.4444444444444444,12005,0.5714848097564186,train,0.5918367346938775,-0.03438773523915478,-0.020351924937458965,-1.0,7
2012-11-12,2013,Boston,@,Chicago,101,95,125.0,-145.0,185.0,3.0,93.0,1,0.4444444444444444,0.5918367346938775,12006,0.4239702029692553,train,0.4444444444444444,-0.04606704331917555,-0.020474241475189114,1.25,1
2012-11-12,2013,Minnesota,@,Dallas,90,82,245.0,-290.0,191.0,7.0,93.0,1,0.2898550724637681,0.7435897435897436,12007,0.2826125928253553,train,0.2898550724637681,-0.024986554752524204,-0.0072424796384128465,2.45,8
2012-11-12,2013,Phoenix,vs,Denver,110,100,170.0,-200.0,203.0,4.5,100.5,1,0.3703703703703703,0.6666666666666666,12008,0.3562549509973254,train,0.37037037037037035,-0.03811163230722148,-0.014115419373044946,1.7,3
2012-11-12,2013,Oklahoma City,@,Detroit,92,90,-300.0,250.0,193.0,-7.0,96.0,1,0.75,0.2857142857142857,12009,0.7220031810271015,train,0.75,-0.03732909196386469,-0.02799681897289852,0.3333333333333333,4
2012-11-12,2013,Miami,@,Houston,113,110,-230.0,190.0,194.5,-5.5,97.0,1,0.696969696969697,0.3448275862068966,12010,0.6702095289895753,train,0.696969696969697,-0.038395023623652824,-0.026760167980121707,0.43478260869565216,3
2012-11-12,2013,Houston,vs,Miami,110,113,190.0,-230.0,194.5,5.5,97.0,0,0.3448275862068966,0.696969696969697,12011,0.3320712611640715,train,0.3448275862068966,-0.03699334262419274,-0.01275632504282509,-1.0,4
2012-11-12,2013,Philadelphia,vs,Milwaukee,96,105,-170.0,150.0,191.0,-4.0,96.5,0,0.6296296296296297,0.4,12012,0.6076113231193233,train,0.6296296296296297,-0.034970251516368844,-0.02201830651030634,-1.0,6
2012-11-12,2013,Dallas,vs,Minnesota,82,90,-290.0,245.0,191.0,-7.0,93.0,0,0.7435897435897436,0.2898550724637681,12013,0.7162148119996518,train,0.7435897435897436,-0.03681456317288209,-0.027374931590091856,-1.0,5
2012-11-12,2013,Detroit,vs,Oklahoma City,90,92,250.0,-300.0,193.0,7.0,96.0,0,0.2857142857142857,0.75,12014,0.2788505231107017,train,0.2857142857142857,-0.024023169112544096,-0.006863762603584012,-1.0,8
2012-11-12,2013,Milwaukee,@,Philadelphia,105,96,150.0,-170.0,191.0,4.0,96.5,1,0.4,0.6296296296296297,12015,0.3838230826536284,train,0.4,-0.04044229336592897,-0.01617691734637161,1.5,2
